INDEX,P_TARGET_FLAG,P_TARGET_AMT
4357,0.068672134,1282.88825
4359,0.1422659886,907.07849
4362,0.2953273968,2478.81227
4368,0.3754250404,976.88210051
4374,0.0524867115,698.29529
4375,0.4881187683,1502.64595
4378,0.1705687869,2339.8326805
4381,0.5494393479,1330.13214
4387,0.2385913146,1246.61886
4400,0.0932373211,573.02537
4423,0.131774946,1032.34841
4424,0.1326257057,1857.25177
4428,0.2485052969,489.51209
4433,0.7672117921,2136.87735
4436,0.2196971995,1340.40849
4437,0.262830025,907.07849
4439,0.2893149449,1747.69854
4449,0.1561695582,1755.58034
4456,0.0706900883,698.29529
4463,0.1681506091,2385.02264
4467,0.1542770002,614.78201
4468,0.1013723327,740.05193
4469,0.0669803874,990.59177
4472,0.2875076241,1920.21235
4473,0.1794144764,976.88210051
4476,0.5365099027,1032.34841
4500,0.0646778504,698.29529
4509,0.201978606,1282.88825
4513,0.6677717376,2862.50383
4521,0.2031781843,823.56521
4527,0.5961623287,1497.1587
4530,0.27185176,2570.20735
4532,0.305760521,2645.83883
4533,0.0663941998,573.02537
4535,0.1375754849,1465.67841
4536,0.6496502827,2397.69354
4542,0.252667698,907.07849
4551,0.5857908069,1455.40206
4554,0.0968142064,990.59177
4555,0.3052149988,1747.69854
4564,0.2252202342,1252.10611
4572,0.5595801701,1753.18579
4573,0.3215521807,1669.67251
4577,0.308379493,1753.18579
4579,0.2115438183,1932.88325
4583,0.0604043546,656.53865
4584,0.3003049432,1282.88825
4596,0.1931908861,1282.88825
4599,0.1509626771,1878.45571
4607,0.3331514626,1455.40206
4609,0.1968458042,1507.43505
4610,0.0839881423,781.80857
4616,0.1271303002,1802.82423
4617,0.1080725197,1711.42915
4633,0.1864115361,1282.88825
4638,0.2556345416,1282.88825
4641,0.1993591433,447.75545
4653,0.2144849575,1713.8237
4655,0.4287779185,2693.08272
4659,0.2004195651,1499.55325
4669,0.2059794583,1032.34841
4678,0.2833667793,1410.2121005
4685,0.6062704651,2301.50936
4686,0.4241187159,2951.50436
4691,0.3485572058,2677.31912
4695,0.2948276547,1878.45571
4698,0.2441338378,2645.83883
4700,0.436342477,1290.77005
4711,0.1629489995,405.99881
4722,0.263281854,1074.10505
4727,0.2401361599,1797.33698
4756,0.1109367993,1115.86169
4762,0.5114144041,2217.99608
4763,0.3160834267,2677.31912
4766,0.2217541177,996.07902
4770,0.1225117407,740.05193
4784,0.2915433837,1074.10505
4791,0.268721893,1282.88825
4795,0.1299807815,907.07849
4799,0.4437140406,3110.64912
4802,0.2485052969,1940.76505
4805,0.3951935334,2186.51579
4814,0.2924001778,1282.88825
4816,0.2445400378,1282.88825
4817,0.2380717204,1431.80357
4822,0.129403094,1298.65185
4827,0.4100497109,2092.72616
4833,0.174460581,531.26873
4836,0.1249740162,1410.2121005
4842,0.3950172784,1747.69854
4844,0.393338598,907.07849
4845,0.2290259204,1074.10505
4849,0.0810695092,781.80857
4850,0.2530272164,1288.3755
4860,0.1651828732,1074.10505
4863,0.320103537,1497.1587
4871,0.3766133857,1930.4887
4878,0.2285567365,2303.90391
4881,0.55769379,3082.26153
4888,0.3160379572,1282.88825
4900,0.1405738205,1604.31738
4906,0.3288903596,1747.69854
4909,0.1271181425,781.80857
4916,0.1044297086,740.05193
4918,0.3786307273,1794.94243
4926,0.195712935,1290.77005
4928,0.1775217353,1032.34841
4941,0.2485052969,1423.92177
4946,0.168815257,614.78201
4949,0.1447375623,740.05193
4956,0.0998071668,990.59177
4966,0.1343263825,823.56521
4969,0.4075591851,1580.67198
4973,0.1540400559,781.80857
4978,0.4043962747,2092.72616
4982,0.3232017696,1630.31042
4985,0.1290065982,740.05193
4991,0.2779505369,656.53865
4998,0.2255714527,976.88210051
5000,0.4753226858,2212.50883
5004,0.3602048214,865.32185
5005,0.4181199165,2053.36407
5011,0.3186286254,1932.88325
5016,0.198471605,1246.61886
5018,0.0896232301,1193.5471005
5034,0.1416992467,990.59177
5038,0.1474673445,1173.38193
5042,0.2662227383,1716.21825
5046,0.1559359535,1499.55325
5051,0.2394193972,1340.40849
5054,0.3234685753,1878.45571
5057,0.1709525735,1771.34394
5062,0.1591947397,1193.5471005
5063,0.1801043517,865.32185
5065,0.2380441169,1282.88825
5066,0.0999473722,907.07849
5076,0.1903266537,781.80857
5089,0.1664423299,1074.10505
5092,0.1760098677,1875.0223905
5093,0.3037085073,1549.19169
5094,0.1381567072,1640.58677
5098,0.7245410891,3358.79441
5102,0.2214797631,990.59177
5112,0.4937653359,2092.72616
5117,0.3533221125,2212.50883
5127,0.354778504,907.07849
5130,0.4517140189,2092.72616
5131,0.4451684249,1920.21235
5132,0.4228297481,1627.91587
5135,0.677891762,3575.45941
5136,0.1536702482,614.78201
5147,0.4233112157,3035.01764
5157,0.2858911236,990.59177
5160,0.2509429609,2901.86592
5165,0.2095343292,865.32185
5166,0.4161012416,3283.16293
5172,0.574128115,2645.83883
5173,0.1342954145,1032.34841
5179,0.6296238564,2478.81227
5184,0.316761866,2645.83883
5187,0.3766133857,2021.88378
5191,0.1168721726,1431.80357
5193,0.262541626,1340.40849
5194,0.1041338044,1664.18526
5199,0.2339027097,1747.69854
5212,0.0735023881,531.26873
5213,0.3905468528,1282.88825
5224,0.514895591,1282.88825
5226,0.096568496,823.56521
5239,0.2491257693,976.88210051
5252,0.5340264194,2228.27243
5264,0.2485052969,2149.54825
5266,0.1154713427,1410.2121005
5271,0.172279088,865.32185
5273,0.1275896998,1716.21825
5276,0.3806266275,1282.88825
5278,0.089498867,405.99881
5281,0.5774837183,2593.80584
5283,0.6515592193,3327.31412
5291,0.0801782896,1606.71193
5294,0.3083208007,2468.53592
5296,0.2176769684,2645.83883
5297,0.5997973129,1964.36354
5313,0.1803212371,948.83513
5314,0.320322973,948.83513
5321,0.32215268,1460.88931
5325,0.1850274233,614.78201
5326,0.2463752461,823.56521
5328,0.0784401833,948.83513
5334,0.0969710517,1207.25677
5338,0.2448075917,1074.10505
5344,0.4021661079,1716.21825
5348,0.172101779,2645.83883
5352,0.1958290268,1032.34841
5353,0.2285026376,1157.61833
5354,0.2882439208,1878.45571
5361,0.8179172625,2385.02264
5364,0.0911857869,1115.86169
5365,0.1351364166,948.83513
5367,0.2925409729,1716.21825
5379,0.1772514693,1215.13857
5382,0.3060847352,1074.10505
5386,0.2381057581,907.07849
5395,0.1828081707,740.05193
5410,0.389960074,2434.66108
5411,0.2183943875,1906.5026805
5416,0.3588405589,1627.91587
5424,0.4450660237,1713.8237
5426,0.5239946209,2371.3129705
5428,0.1028209385,1815.49513
5430,0.2397336692,1460.88931
5433,0.1595300379,948.83513
5437,0.0862680737,447.75545
5440,0.247670323,2651.32608
5442,0.7182100217,2893.98412
5445,0.4561191573,2677.31912
5449,0.1697844447,656.53865
5452,0.1734745223,1290.77005
5460,0.3105756289,489.51209
5461,0.1734745223,1423.92177
5465,0.3857638155,3327.31412
5467,0.1134414309,1794.94243
5471,0.1455193214,1515.31685
5474,0.7661329767,3110.64912
5475,0.0540347607,531.26873
5480,0.1036652947,1348.29029
5481,0.3700258636,1836.69907
5484,0.1212285069,1173.38193
5494,0.4936753374,1441.6923905
5495,0.7297339922,2426.77928
5497,0.1855596432,1165.50013
5499,0.6641717158,3142.12941
5507,0.2201923767,1282.88825
5510,0.3313393067,1282.88825
5515,0.3601553265,990.59177
5516,0.1517651801,1586.15923
5517,0.174400129,489.51209
5524,0.072542859,698.29529
5530,0.3260768274,1249.01341
5534,0.1760036043,1626.8771005
5543,0.270090399,1747.69854
5545,0.49883405,2677.31912
5558,0.0921869729,1371.88878
5562,0.230987698,1207.25677
5573,0.7141651415,3760.64412
5581,0.3380839067,1249.01341
5583,0.2579717028,1282.88825
5587,0.4750645633,1282.88825
5589,0.5629260385,1672.06706
5591,0.1187152395,976.88210051
5596,0.2441338378,1878.45571
5606,0.6879816144,2677.31912
5608,0.3921078111,3531.30822
5611,0.1319437475,1338.01394
5612,0.2465045587,2343.266
5614,0.2201169163,1282.88825
5620,0.0876394079,865.32185
5623,0.1536702482,948.83513
5624,0.3262599343,2176.23944
5626,0.2211353131,1288.3755
5633,0.1858908718,740.05193
5635,0.1211639603,907.07849
5640,0.4215094859,740.05193
5643,0.1403074668,1032.34841
5644,0.2810015722,907.07849
5653,0.308132723,2270.02907
5663,0.1295299218,1282.88825
5664,0.5082242582,1580.67198
5667,0.4309010964,2677.31912
5671,0.5801805564,2212.50883
5673,0.4573567787,2212.50883
5676,0.0947904685,1121.34894
5678,0.2409877401,823.56521
5698,0.3348683022,907.07849
5700,0.0442801883,1097.75045
5705,0.2765379557,1157.61833
5706,0.4409764817,1157.61833
5711,0.077840036,990.59177
5712,0.6966086037,1330.13214
5716,0.2379807447,1371.88878
5719,0.2513790222,1413.64542
5725,0.4560424396,1165.50013
5728,0.0294811664,1048.11201
5734,0.2525511473,1682.34341
5735,0.1288113606,1465.67841
5743,0.3478625922,2677.31912
5754,0.1304944291,1282.88825
5755,0.3519918963,1836.69907
5756,0.1280526458,990.59177
5766,0.096568496,489.51209
5770,0.3434861816,1711.42915
5774,0.1532246644,740.05193
5775,0.1904495777,990.59177
5776,0.0735731629,1382.16513
5778,0.2050582784,1282.88825
5786,0.8247548009,2045.48227
5787,0.4962447692,2212.50883
5791,0.296629478,1497.1587
5794,0.3434225958,1296.2573
5803,0.1716821753,1241.13161
5804,0.2722114694,2426.77928
5808,0.5160369557,1282.88825
5810,0.1845553266,1465.67841
5813,0.4087145306,2353.54235
5828,0.2726407888,1932.88325
5839,0.1768925792,1977.73259
5842,0.3816682102,2371.3129705
5843,0.0851800917,1282.88825
5844,0.3386050364,1878.45571
5847,0.5867099196,2103.00251
5851,0.3833139673,1032.34841
5854,0.357868157,1282.88825
5857,0.1592617265,948.83513
5866,0.3243739818,2181.02854
5874,0.08485433,1199.37497
5886,0.2213542881,1724.10005
5895,0.1348797211,976.88210051
5897,0.0923792615,614.78201
5898,0.1043598315,1282.88825
5900,0.7596549451,1371.88878
5902,0.2399050755,1964.36354
5908,0.3508858259,1282.88825
5909,0.1695146631,1282.88825
5912,0.216616404,740.05193
5913,0.1174122582,990.59177
5917,0.6073809379,1282.88825
5918,0.6937620062,3110.64912
5921,0.0852448505,2014.00198
5931,0.1536702482,948.83513
5942,0.2945850504,1282.88825
5943,0.6696879118,1288.3755
5950,0.1081243441,865.32185
5954,0.1605204906,907.07849
5983,0.0595283193,698.29529
5995,0.5958558047,2212.50883
6002,0.2275048991,1165.50013
6005,0.1292545669,1716.21825
6009,0.4348665528,2677.31912
6011,0.140894582,1282.88825
6012,0.1364591381,573.02537
6019,0.1715476788,2217.99608
6021,0.1848743894,1972.24534
6029,0.7480013212,1497.1587
6036,0.4401047025,781.80857
6037,0.0756593935,1282.88825
6038,0.0568919899,489.51209
6043,0.1307719153,1282.88825
6045,0.1796166444,1502.64595
6047,0.3637416169,1348.29029
6048,0.0650610119,740.05193
6061,0.3862790627,2319.66751
6063,0.1923410661,976.88210051
6064,0.2511295433,2149.54825
6068,0.7954621083,2371.3129705
6069,0.0477156483,614.78201
6070,0.3729643216,2212.50883
6071,0.1071975629,2149.54825
6074,0.4368603777,2095.12071
6079,0.2662964487,1627.91587
6082,0.1087213511,656.53865
6088,0.5670644941,3021.3079705
6094,0.1695283542,1282.88825
6095,0.2006058987,1074.10505
6098,0.3992494722,2484.29952
6102,0.1139081504,1173.38193
6105,0.6311195432,2228.27243
6113,0.1595317183,865.32185
6116,0.2109053757,948.83513
6120,0.4524991911,2677.31912
6121,0.2485052969,489.51209
6126,0.2901243415,865.32185
6144,0.1945832164,1669.67251
6145,0.2485052969,1157.61833
6153,0.7141748295,3497.43338
6156,0.1792365478,1115.86169
6159,0.2280338248,1282.88825
6162,0.5294884351,2343.266
6184,0.5106068602,2893.98412
6188,0.3440514135,1538.91534
6189,0.2647093782,2429.17383
6191,0.4418030319,1711.42915
6211,0.2071289239,1640.58677
6216,0.3773456777,1249.01341
6218,0.4185422014,2055.75862
6222,0.1938823741,976.88210051
6235,0.1701209557,1032.34841
6245,0.1091033834,1282.88825
6248,0.5030820179,3543.97912
6253,0.1249740162,1282.88825
6256,0.1793014513,1282.88825
6257,0.405085785,1282.88825
6259,0.429734504,2510.29256
6266,0.2949705956,1711.42915
6268,0.1358835441,1549.19169
6275,0.2964537932,2045.48227
6280,0.4825662534,1455.40206
6283,0.3377476325,489.51209
6288,0.1839205965,1282.88825
6289,0.1454054091,1716.21825
6301,0.2064189663,1282.88825
6308,0.2694324438,740.05193
6314,0.0705738639,447.75545
6315,0.1427408841,698.29529
6316,0.2398807363,1410.2121005
6317,0.4791273201,1836.69907
6318,0.073595655,976.88210051
6323,0.438299045,1282.88825
6329,0.5521258817,2510.29256
6336,0.2448599519,1724.10005
6341,0.5713967813,2862.50383
6348,0.5128186801,1282.88825
6349,0.2355091884,1074.10505
6365,0.1217566246,823.56521
6372,0.0717153835,912.56574
6376,0.1629489995,1032.34841
6378,0.0661572569,698.29529
6379,0.5995338393,976.88210051
6382,0.109452404,1765.85669
6383,0.4583349095,2128.99555
6389,0.2765379557,1249.01341
6390,0.0468850898,1682.34341
6392,0.2772782167,1716.21825
6394,0.3150093132,2371.3129705
6402,0.1187156023,1032.34841
6404,0.1444785386,1507.43505
6405,0.0386510731,698.29529
6406,0.1249740162,1032.34841
6409,0.1236253017,823.56521
6410,0.1607131807,2144.75915
6411,0.1085568956,1499.55325
6421,0.117845099,1282.88825
6428,0.3597685047,1288.3755
6429,0.186371979,1081.98685
6432,0.1095514261,1032.34841
6436,0.054094021,573.02537
6437,0.1923656872,1282.88825
6438,0.1447401315,1836.69907
6445,0.2506906414,1246.61886
6447,0.3700151053,1747.69854
6450,0.0337884607,1048.11201
6462,0.1822767889,1074.10505
6467,0.5961623287,1441.6923905
6478,0.0740964666,614.78201
6484,0.1924377088,740.05193
6492,0.2855427876,1032.34841
6497,0.0798601814,1131.62529
6504,0.1203174806,447.75545
6505,0.2283348512,1288.3755
6513,0.3308635614,2645.83883
6525,0.2917694284,1288.3755
6526,0.4682269919,1163.10558
6528,0.2624583838,1173.38193
6540,0.0964592462,1249.01341
6542,0.203973952,823.56521
6544,0.5874875597,2212.50883
6548,0.1428311592,698.29529
6552,0.1855385627,976.88210051
6558,0.1837210084,1032.34841
6567,0.0912709723,914.96029
6569,0.4262343031,1081.98685
6572,0.0667528833,698.29529
6577,0.1629489995,1032.34841
6581,0.4272673783,2259.75272
6588,0.6932136792,2677.31912
6591,0.3232136425,2397.69354
6594,0.3570602837,2826.23444
6600,0.357591027,2061.24587
6602,0.5007772862,1724.10005
6604,0.0894619549,1794.94243
6605,0.1095609443,976.88210051
6614,0.1023960563,1040.23021
6616,0.1521820901,2181.02854
6621,0.3879396494,1330.13214
6640,0.2776011865,1836.69907
6641,0.3766133857,1622.42862
6643,0.0762388557,698.29529
6644,0.1024016037,1131.62529
6649,0.701719275,2212.50883
6650,0.3474276607,1747.69854
6655,0.4481743251,1920.21235
6661,0.1194587267,976.88210051
6672,0.1679407191,1441.6923905
6677,0.0627672695,698.29529
6688,0.1314344482,1282.88825
6689,0.096568496,1348.29029
6691,0.0303315918,781.80857
6692,0.1494082506,1074.10505
6694,0.3503964958,1961.96899
6702,0.6560633791,2259.75272
6714,0.2049853703,1282.88825
6716,0.1838604579,1930.4887
6724,0.2692062371,1716.21825
6725,0.0698410691,823.56521
6730,0.3324925883,1711.42915
6735,0.4229794423,2212.50883
6738,0.4602493107,2695.47727
6739,0.2122912905,1298.65185
6743,0.1121848015,781.80857
6747,0.1150745356,740.05193
6750,0.6880003151,2677.31912
6751,0.5082242582,1371.88878
6753,0.3542750615,2786.87235
6754,0.4204885958,2520.56891
6755,0.1264037147,1390.04693
6762,0.2437155383,1413.64542
6764,0.1381767694,1097.75045
6772,0.454700962,1282.88825
6774,0.1225988067,990.59177
6787,0.3037091859,1032.34841
6789,0.1095680942,1282.88825
6793,0.2278243734,1282.88825
6798,0.1288556931,1282.88825
6799,0.1253769608,976.88210051
6800,0.0878910452,781.80857
6802,0.1665612006,948.83513
6808,0.1937304334,1123.74349
6809,0.1003301205,489.51209
6812,0.1373696821,1115.86169
6814,0.5053303037,2429.17383
6816,0.3347593646,2270.02907
6822,0.5395470713,2371.3129705
6829,0.5724356667,1747.69854
6834,0.6338293857,1964.36354
6836,0.1327150268,1716.21825
6839,0.0821477728,990.59177
6840,0.1734745223,990.59177
6843,0.2834863438,1115.86169
6846,0.3673288802,1282.88825
6848,0.1721607906,948.83513
6852,0.0873166302,1340.40849
6856,0.1152356718,1598.83013
6860,0.1859562046,656.53865
6866,0.2137237622,1032.34841
6870,0.2781790804,1032.34841
6878,0.3002584757,2308.3523905
6880,0.228370209,2385.02264
6885,0.1536702482,907.07849
6897,0.1910729165,976.88210051
6902,0.5133223976,2860.10928
6904,0.3763553601,1032.34841
6907,0.0711687379,907.07849
6909,0.2034473902,823.56521
6914,0.1910775787,1932.88325
6915,0.3341566522,1441.6923905
6922,0.1755635053,1839.09362
6924,0.2513869563,2371.3129705
6933,0.0683479054,614.78201
6934,0.2610341591,1682.34341
6941,0.2311359893,1878.45571
6957,0.215559201,1193.5471005
6960,0.0824094396,1282.88825
6969,0.1587536703,948.83513
6975,0.2347985657,781.80857
6980,0.4431791219,2395.29899
6983,0.1099699836,1089.86865
6987,0.1952422822,2149.54825
6994,0.1536702482,907.07849
6997,0.1134755352,823.56521
7002,0.1206337358,948.83513
7010,0.147163099,976.88210051
7015,0.3731699531,1074.10505
7019,0.2425823227,990.59177
7022,0.5595011053,2510.29256
7025,0.145958602,1716.21825
7029,0.0967870253,865.32185
7031,0.2447422756,2176.23944
7037,0.2625304241,1964.36354
7038,0.4027223764,3575.45941
7043,0.1350900807,781.80857
7049,0.0865975045,740.05193
7052,0.1735730131,2515.77981
7053,0.2323169984,1115.86169
7056,0.1003320389,656.53865
7057,0.2176035529,2528.45071
7080,0.2636091315,1586.15923
7086,0.285262368,990.59177
7087,0.0876051242,531.26873
7105,0.3533582605,2726.95756
7108,0.1132232959,698.29529
7121,0.2459879427,2301.50936
7122,0.2026686335,1282.88825
7125,0.3353563534,2645.83883
7132,0.3103246056,614.78201
7134,0.2572606604,1499.55325
7151,0.1164596112,1282.88825
7152,0.450222115,2178.63399
7157,0.187864193,1256.89521
7159,0.3799067126,2893.98412
7166,0.7623125379,1836.69907
7167,0.1054680647,531.26873
7177,0.1402538326,1499.55325
7179,0.5668719429,2862.50383
7181,0.1852199228,1298.65185
7183,0.3552292912,1371.88878
7186,0.1748525166,698.29529
7193,0.2913859575,907.07849
7205,0.0520153193,1557.07349
7207,0.1859440519,698.29529
7209,0.3043136714,2212.50883
7216,0.2935269227,1074.10505
7232,0.523208311,3079.16883
7235,0.1954893992,2003.72563
7238,0.2064189663,1282.88825
7240,0.2156138608,2862.50383
7243,0.1542639237,1074.10505
7252,0.3673797774,1502.64595
7269,0.4191357423,3366.67621
7275,0.12447833,1282.88825
7281,0.1738278711,1282.88825
7283,0.2365260705,1716.21825
7287,0.259513692,698.29529
7289,0.2868512064,1413.64542
7291,0.2941256842,2212.50883
7294,0.2222594479,1115.86169
7304,0.3037085073,1682.34341
7308,0.3301190516,2468.53592
7313,0.2457601534,1499.55325
7319,0.4586943519,1886.33751
7325,0.1621111124,614.78201
7326,0.1853571292,865.32185
7330,0.1629489995,1282.88825
7332,0.1249740162,865.32185
7337,0.2201390986,2186.51579
7341,0.2015287171,1460.88931
7346,0.476031451,1711.42915
7353,0.4050045752,2319.66751
7354,0.3709434661,2570.20735
7361,0.6138833769,781.80857
7366,0.2922255782,1282.88825
7368,0.1257731756,976.88210051
7372,0.0632225548,789.69037
7375,0.2678519089,2645.83883
7377,0.1952422822,1716.21825
7380,0.141432444,865.32185
7382,0.5671897481,2486.69407
7385,0.4936753374,2363.8187
7392,0.7391776991,2677.31912
7395,0.1351946288,1282.88825
7397,0.106185761,539.15053
7403,0.1171780023,531.26873
7406,0.3062336395,2063.64042
7409,0.3380715296,1716.21825
7410,0.2443762456,865.32185
7412,0.1575989759,614.78201
7419,0.2005615853,1282.88825
7425,0.0654247102,614.78201
7435,0.1629489995,1282.88825
7438,0.1568215263,1282.88825
7440,0.1885339395,907.07849
7447,0.3565364929,2092.72616
7449,0.4315783638,1747.69854
7456,0.2527478432,907.07849
7464,0.1545312563,698.29529
7478,0.3438707271,2212.50883
7480,0.0399105443,990.59177
7481,0.5652015985,2677.31912
7483,0.2451927524,1163.10558
7484,0.399225578,1878.45571
7491,0.5588913448,1920.21235
7494,0.723582067,1878.45571
7501,0.4235297437,1390.04693
7503,0.4582928237,1340.40849
7509,0.2839711652,1439.68537
7517,0.096568496,781.80857
7518,0.2192885274,2677.31912
7519,0.4323415112,2645.83883
7521,0.2910891914,2262.14727
7522,0.2114343867,1499.55325
7536,0.2595372027,1282.88825
7539,0.2579168578,1115.86169
7547,0.5115729327,2510.29256
7549,0.0880072748,740.05193
7552,0.3481525812,1455.40206
7554,0.3401429019,1507.43505
7556,0.1937350085,1249.01341
7564,0.1294904274,907.07849
7566,0.1435218092,823.56521
7570,0.2534676416,1538.91534
7571,0.1719080707,865.32185
7572,0.2026328203,976.88210051
7575,0.1101385047,823.56521
7586,0.098612214,656.53865
7589,0.3833958058,907.07849
7590,0.077268571,573.02537
7597,0.3585003158,1544.40259
7602,0.1010027742,948.83513
7604,0.236974155,1282.88825
7605,0.3820004423,2217.99608
7612,0.5760734636,1930.4887
7615,0.3000315271,2092.72616
7617,0.1517617232,976.88210051
7624,0.3329519844,948.83513
7632,0.1953253547,2092.72616
7639,0.1423008375,1089.86865
7642,0.5952838188,2050.96952
7643,0.1955833903,1413.64542
7649,0.4427028014,698.29529
7650,0.1913319784,1288.3755
7653,0.353091749,2601.68764
7654,0.2822118566,2343.266
7657,0.6068045669,1906.5026805
7662,0.2056908916,1747.69854
7669,0.5732963176,1207.25677
7671,0.1536702482,990.59177
7675,0.0933050387,976.88210051
7678,0.2783105409,1207.25677
7682,0.5667665786,1679.94886
7688,0.1910812112,2181.02854
7689,0.2069360974,976.88210051
7690,0.3049205993,2176.23944
7692,0.3683056659,1682.34341
7699,0.2102364103,1282.88825
7705,0.660381118,2677.31912
7712,0.1952422822,1932.88325
7726,0.4616922997,1413.64542
7728,0.0902496696,781.80857
7735,0.2417076795,2677.31912
7737,0.5182418998,1961.96899
7739,0.2448075917,1282.88825
7743,0.5253644174,1557.07349
7744,0.2021695351,1441.6923905
7746,0.1808640062,1672.06706
7749,0.2436261233,1204.86222
7750,0.1734745223,1282.88825
7752,0.1649435371,1282.88825
7755,0.2038366667,2092.72616
7756,0.6144256107,2645.83883
7762,0.3233047073,1716.21825
7764,0.3431256028,1413.64542
7769,0.1876321238,1032.34841
7770,0.4905272324,1460.88931
7776,0.2501070826,698.29529
7778,0.2640828253,2677.31912
7784,0.4823812433,2677.31912
7786,0.1399244315,1716.21825
7789,0.3053093248,740.05193
7793,0.2765379557,698.29529
7794,0.1085194331,976.88210051
7804,0.1926427184,976.88210051
7811,0.1480773172,656.53865
7813,0.1801742562,990.59177
7815,0.1756658503,1282.88825
7817,0.1120270527,1640.58677
7818,0.115111899,1473.56021
7821,0.2937572817,2058.85132
7825,0.0440835268,740.05193
7830,0.1962103021,1515.31685
7832,0.1448881687,948.83513
7835,0.0719501854,1199.37497
7839,0.1319633381,1747.69854
7842,0.0998472087,948.83513
7849,0.425978816,2397.69354
7856,0.2236844804,1282.88825
7857,0.0583588624,1207.25677
7863,0.0901958004,998.47357
7866,0.1264085759,865.32185
7871,0.1357660411,1282.88825
7875,0.2478247058,2212.50883
7882,0.6769448345,1747.69854
7887,0.5790470535,3035.01764
7888,0.4627323108,3575.45941
7891,0.6752036522,2280.30542
7895,0.1174764442,990.59177
7901,0.2142411421,1163.10558
7906,0.1743088898,1115.86169
7908,0.7692111129,1747.69854
7917,0.1536485515,781.80857
7924,0.6458278099,2426.77928
7948,0.2352727682,2123.1676805
7950,0.5340981155,2653.72063
7955,0.2367668923,614.78201
7957,0.084552636,948.83513
7959,0.1285431631,1282.88825
7967,0.1196874183,865.32185
7969,0.4197352053,1753.18579
7971,0.2980457076,2212.50883
7974,0.3047398977,1441.6923905
7976,0.0598445507,823.56521
7986,0.5223295156,2570.20735
7987,0.4190197276,1747.69854
7993,0.2517587801,2893.98412
7996,0.1762996572,1549.19169
7998,0.2709074224,2217.99608
8018,0.1134685216,573.02537
8019,0.2239881609,907.07849
8027,0.1536702482,781.80857
8036,0.1352890739,698.29529
8040,0.0904161911,740.05193
8044,0.322348475,976.88210051
8050,0.2485052969,1249.01341
8052,0.3855943538,2392.90444
8054,0.235070177,2653.72063
8057,0.5064746381,1497.1587
8058,0.1756982777,976.88210051
8059,0.4893965439,1032.34841
8066,0.4505680084,1630.31042
8070,0.1128269689,1340.40849
8072,0.4706209943,2301.50936
8078,0.1871032125,1074.10505
8079,0.1966270239,1282.88825
8080,0.1910812112,2113.27886
8081,0.1384218562,698.29529
8088,0.1560567818,907.07849
8091,0.2758087676,2556.4976805
8094,0.2579123171,698.29529
8095,0.7430614069,2470.93047
8099,0.1049052526,823.56521
8101,0.3849372836,2818.35264
8102,0.1401717155,1282.88825
8116,0.2618319106,1538.91534
8125,0.3002471518,1497.1587
8134,0.4734513449,1747.69854
8139,0.0714709542,907.07849
8141,0.1740032011,1282.88825
8147,0.169675165,1410.2121005
8158,0.300798156,1163.10558
8160,0.1235502304,823.56521
8165,0.1536702482,1507.43505
8187,0.1679404231,1499.55325
8205,0.4719725007,3142.12941
8209,0.3282670697,1241.13161
8211,0.4522674263,2766.31965
8232,0.096568496,573.02537
8236,0.096568496,489.51209
8237,0.3489396989,1123.74349
8238,0.552623077,2212.50883
8245,0.438594378,1371.88878
8256,0.1715768645,1502.64595
8268,0.0647523223,823.56521
8269,0.0715916269,1074.10505
8270,0.2930047909,1724.10005
8286,0.1229847138,976.88210051
8289,0.1047636535,1549.19169
8301,0.1452967895,1932.88325
8305,0.081476859,1121.34894
8310,0.2115841581,1843.5421005
8312,0.2356440026,1074.10505
8318,0.7749974852,2768.7142
8321,0.1921251582,1121.34894
8328,0.0725780898,865.32185
8331,0.1752527198,1298.65185
8334,0.1536702482,1716.21825
8344,0.2983995424,1032.34841
8345,0.393338598,1282.88825
8352,0.2890613368,1716.21825
8358,0.4738725487,1330.13214
8359,0.1350034719,1282.88825
8360,0.3857344933,1716.21825
8365,0.6697751298,1499.55325
8366,0.1297932194,948.83513
8369,0.2848902358,2653.72063
8373,0.1907472187,1932.88325
8378,0.137294319,1074.10505
8392,0.2485052969,698.29529
8397,0.3120627441,1588.55378
8399,0.1974845618,1507.43505
8400,0.1406988623,1455.40206
8405,0.3549787652,1716.21825
8406,0.0823234425,698.29529
8410,0.197572363,831.44701
8413,0.1491578016,1282.88825
8414,0.6077819201,1836.69907
8416,0.7004998439,2270.02907
8426,0.1349835979,2366.21325
8434,0.140977427,1282.88825
8439,0.1113254738,1340.40849
8440,0.0664697775,1089.86865
8475,0.1346314977,1282.88825
8480,0.2758087676,2212.50883
8497,0.1862202857,2311.78571
8499,0.8070590076,1711.42915
8500,0.2551357437,1115.86169
8501,0.1821321948,823.56521
8502,0.2183943875,2212.50883
8518,0.1255221244,2397.69354
8520,0.3601393951,1499.55325
8523,0.3818664717,1747.69854
8525,0.2187701564,573.02537
8532,0.1251757077,531.26873
8535,0.5071234568,2677.31912
8543,0.2408405495,2019.48923
8554,0.1620482668,2212.50883
8560,0.2448075917,1298.65185
8561,0.2911112474,2176.23944
8563,0.195027138,948.83513
8566,0.7627109305,781.80857
8570,0.3765474873,1157.61833
8572,0.1600720757,1658.3573905
8582,0.1351076472,656.53865
8583,0.3444412099,2270.02907
8587,0.4416084651,2181.02854
